Name,Value,Projection,Cost,Last Week Ranking,Total Rank,Home and Away
Adarabioyo,0.6510533696213461,3.02055111426619,4.5,26.0,29.0,0.6833170040126407
Shaw,0.5258084715472112,2.6207456777947544,4.8,45.0,30.0,-1.213890833432161
Aina,0.6152229547769816,2.8593142474665494,4.5,29.0,31.0,2.22556303299094
Boly,0.48517262485601015,2.728905315386614,5.4,34.0,32.0,1.093295454792291
Mina,0.5602729408572183,3.2505376522299207,5.6,31.0,33.0,0.3251319830252482
Tierney,0.5741492558310273,3.209379122651706,5.4,18.0,34.0,-3.0017338941068865
Webster,0.5343944080046082,2.440128325057739,4.4,47.0,35.0,-0.037029539678418565
Azpilicueta,0.416285162537248,2.4442060936380865,5.6,66.0,36.0,1.5098045316598228
Evans,0.4820233939209225,2.7621198288619024,5.5,33.0,37.0,0.11986064874204425
Vestergaard,0.6287539554477055,3.049990583839688,4.7,37.0,38.0,-1.215207964129337
Godfrey,0.561405739636251,2.9079297548147354,5.0,27.0,39.0,-1.1810625977810143
Alioski,0.5902127917881091,2.7467685140166234,4.5,41.0,40.0,0.5444034519307908
Fofana,0.5345664952700028,2.7737335329834947,5.0,39.0,41.0,-0.19974575024714067
Dawson,0.44850704924739804,2.109092672583423,4.5,52.0,42.0,-0.8598019394316523
Saiss,0.570972538533808,2.9557637493025206,5.0,30.0,43.0,-0.008574538194295832
